"","project_name","sys_sample_code","station","date_time","chemical_name","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","sample_date","order","station_type","flow_qual","flow_quant_cfs","load_kg_per_day"
"2909","wallkill special study 2018","13-dwar-2.0-04242018-ws","13-dwar-2.0","2018-07-24 14:00:00","SILVER","7440-22-4","t",NA,"ug/l",0.039,"ug/l",1,"u","u","analyte was analyzed for but not detected",2018-07-24,25,"special_study","event",NA,NA
"2910","wallkill special study 2018","13-dwar-2.0-04242018-ws","13-dwar-2.0","2018-07-24 14:00:00","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)","tds","t",190,"mg/l",4,"mg/l",10,"","a","",2018-07-24,25,"special_study","event",NA,NA
"2911","wallkill special study 2018","13-dwar-2.0-04242018-ws","13-dwar-2.0","2018-07-24 14:00:00","TURBIDITY","turb","t",18.5,"ntu",0.06,"ntu",0.1,"","a","",2018-07-24,25,"special_study","event",NA,NA
"2912","wallkill special study 2018","13-dwar-2.0-04242018-ws","13-dwar-2.0","2018-07-24 14:00:00","ZINC","7440-66-6","t",8.6,"ug/l",2.5,"ug/l",5,"","a","",2018-07-24,25,"special_study","event",NA,NA
"2913","wallkill special study 2018","13-dwar-2.0-07102018-w","13-dwar-2.0","2018-07-10 12:05:00","ALKALINITY, TOTAL (AS CACO3)","alk","t",108,"mg/l",1,"mg/l",2,"","a","",2018-07-10,25,"special_study","baseline",5.424,1432.2028608
"2914","wallkill special study 2018","13-dwar-2.0-07102018-w","13-dwar-2.0","2018-07-10 12:05:00","ALUMINUM","7429-90-5","t",308,"ug/l",11.5,"ug/l",50,"","a","",2018-07-10,25,"special_study","baseline",5.424,4.0844303808
"2915","wallkill special study 2018","13-dwar-2.0-07102018-w","13-dwar-2.0","2018-07-10 12:05:00","ARSENIC","7440-38-2","t",2.1,"ug/l",0.39,"ug/l",1,"","a","",2018-07-10,25,"special_study","baseline",5.424,0.02784838896
"2916","wallkill special study 2018","13-dwar-2.0-07102018-w","13-dwar-2.0","2018-07-10 12:05:00","CADMIUM","7440-43-9","t",NA,"ug/l",0.064,"ug/l",1,"u","u","analyte was analyzed for but not detected",2018-07-10,25,"special_study","baseline",5.424,NA
"2917","wallkill special study 2018","13-dwar-2.0-07102018-w","13-dwar-2.0","2018-07-10 12:05:00","CALCIUM","7440-70-2","t",38900,"ug/l",110,"ug/l",1000,"","a","",2018-07-10,25,"special_study","baseline",5.424,515.85825264
"2918","wallkill special study 2018","13-dwar-2.0-07102018-w","13-dwar-2.0","2018-07-10 12:05:00","CHLORIDE (AS CL)","16887-00-6","t",49.6,"mg/l",0.2,"mg/l",2,"","a","",2018-07-10,25,"special_study","baseline",5.424,657.75242496
"2919","wallkill special study 2018","13-dwar-2.0-07102018-w","13-dwar-2.0","2018-07-10 12:05:00","CHLOROPHYLL A","479-61-8","t",4.77,"ug/l",NA,"ug/l",0.34,"","a","",2018-07-10,25,"special_study","baseline",5.424,0.063255626352
"2920","wallkill special study 2018","13-dwar-2.0-07102018-w","13-dwar-2.0","2018-07-10 12:05:00","COPPER","7440-50-8","t",3.3,"ug/l",0.66,"ug/l",1,"","a","",2018-07-10,25,"special_study","baseline",5.424,0.04376175408
"2921","wallkill special study 2018","13-dwar-2.0-07102018-w","13-dwar-2.0","2018-07-10 12:05:00","HARDNESS (AS CACO3)","hard","t",126,"mg/l",NA,"mg/l",6.62,"","a","",2018-07-10,25,"special_study","baseline",5.424,1670.9033376
"2922","wallkill special study 2018","13-dwar-2.0-07102018-w","13-dwar-2.0","2018-07-10 12:05:00","IRON","7439-89-6","t",746,"ug/l",13,"ug/l",100,"","a","",2018-07-10,25,"special_study","baseline",5.424,9.8928086496
"2923","wallkill special study 2018","13-dwar-2.0-07102018-w","13-dwar-2.0","2018-07-10 12:05:00","LEAD","7439-92-1","t",0.95,"ug/l",0.067,"ug/l",1,"j","j","estimated value due to lab error",2018-07-10,25,"special_study","baseline",5.424,0.01259808072
"2924","wallkill special study 2018","13-dwar-2.0-07102018-w","13-dwar-2.0","2018-07-10 12:05:00","MAGNESIUM","7439-95-4","t",7000,"ug/l",29,"ug/l",1000,"","a","",2018-07-10,25,"special_study","baseline",5.424,92.8279632
"2925","wallkill special study 2018","13-dwar-2.0-07102018-w","13-dwar-2.0","2018-07-10 12:05:00","NICKEL","7440-02-0","t",1.6,"ug/l",0.26,"ug/l",1,"","a","",2018-07-10,25,"special_study","baseline",5.424,0.02121782016
"2926","wallkill special study 2018","13-dwar-2.0-07102018-w","13-dwar-2.0","2018-07-10 12:05:00","NITRATE+NITRITE AS NITROGEN","no3no2n","t",0.193,"mg/l",7e-04,"mg/l",0.002,"","a","",2018-07-10,25,"special_study","baseline",5.424,2.5593995568
"2927","wallkill special study 2018","13-dwar-2.0-07102018-w","13-dwar-2.0","2018-07-10 12:05:00","NITROGEN","kn","t",0.84,"mg/l",NA,"mg/l",0.2,"","a","",2018-07-10,25,"special_study","baseline",5.424,11.139355584
"2928","wallkill special study 2018","13-dwar-2.0-07102018-w","13-dwar-2.0","2018-07-10 12:05:00","NITROGEN, KJELDAHL, TOTAL","kn","t",0.65,"mg/l",0.08,"mg/l",0.2,"","a","",2018-07-10,25,"special_study","baseline",5.424,8.61973944
"2929","wallkill special study 2018","13-dwar-2.0-07102018-w","13-dwar-2.0","2018-07-10 12:05:00","NITROGEN, NITRATE (AS N)","14797-55-8","t",0.193,"mg/l",NA,"mg/l",0.01,"","a","",2018-07-10,25,"special_study","baseline",5.424,2.5593995568
"2930","wallkill special study 2018","13-dwar-2.0-07102018-w","13-dwar-2.0","2018-07-10 12:05:00","NITROGEN, NITRITE","14797-65-0","t",NA,"mg/l",0.007,"mg/l",0.01,"u","u","analyte was analyzed for but not detected",2018-07-10,25,"special_study","baseline",5.424,NA
"2931","wallkill special study 2018","13-dwar-2.0-07102018-w","13-dwar-2.0","2018-07-10 12:05:00","PHOSPHORUS, TOTAL (AS P)","7723-14-0","t",0.0965,"mg/l",0.002,"mg/l",0.005,"","a","",2018-07-10,25,"special_study","baseline",5.424,1.2796997784
"2932","wallkill special study 2018","13-dwar-2.0-07102018-w","13-dwar-2.0","2018-07-10 12:05:00","SILVER","7440-22-4","t",NA,"ug/l",0.039,"ug/l",1,"u","u","analyte was analyzed for but not detected",2018-07-10,25,"special_study","baseline",5.424,NA
"2933","wallkill special study 2018","13-dwar-2.0-07102018-w","13-dwar-2.0","2018-07-10 12:05:00","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)","tds","t",227,"mg/l",4,"mg/l",10,"","a","",2018-07-10,25,"special_study","baseline",5.424,3010.2782352
"2934","wallkill special study 2018","13-dwar-2.0-07102018-w","13-dwar-2.0","2018-07-10 12:05:00","TURBIDITY","turb","t",15.1,"ntu",0.06,"ntu",0.1,"","a","",2018-07-10,25,"special_study","baseline",5.424,NA
"2935","wallkill special study 2018","13-dwar-2.0-08152018-w","13-dwar-2.0","2018-08-15 12:16:00","ALKALINITY, TOTAL (AS CACO3)","alk","t",76,"mg/l",1,"mg/l",2,"","a","",2018-08-15,25,"special_study","event",54.787,10180.1039588
"2936","wallkill special study 2018","13-dwar-2.0-08152018-w","13-dwar-2.0","2018-08-15 12:16:00","ALUMINUM","7429-90-5","t",391,"ug/l",11.5,"ug/l",50,"","a","",2018-08-15,25,"special_study","event",54.787,52.3739558933
"2937","wallkill special study 2018","13-dwar-2.0-08152018-w","13-dwar-2.0","2018-08-15 12:16:00","ARSENIC","7440-38-2","t",1.4,"ug/l",0.39,"ug/l",1,"","a","",2018-08-15,25,"special_study","event",54.787,0.18752823082
"2938","wallkill special study 2018","13-dwar-2.0-08152018-w","13-dwar-2.0","2018-08-15 12:16:00","CADMIUM","7440-43-9","t",0.58,"ug/l",0.064,"ug/l",1,"j","j","estimated value due to lab error",2018-08-15,25,"special_study","event",54.787,0.077690267054
"2939","wallkill special study 2018","13-dwar-2.0-08152018-w","13-dwar-2.0","2018-08-15 12:16:00","CALCIUM","7440-70-2","t",27700,"ug/l",110,"ug/l",1000,"","a","",2018-08-15,25,"special_study","event",54.787,3710.37999551
"2940","wallkill special study 2018","13-dwar-2.0-08152018-w","13-dwar-2.0","2018-08-15 12:16:00","CHLORIDE (AS CL)","16887-00-6","t",29.9,"mg/l",0.2,"mg/l",2,"","a","",2018-08-15,25,"special_study","event",54.787,4005.06721537
"2941","wallkill special study 2018","13-dwar-2.0-08152018-w","13-dwar-2.0","2018-08-15 12:16:00","CHLOROPHYLL A","479-61-8","t",0.998,"ug/l",NA,"ug/l",0.08,"","a","",2018-08-15,25,"special_study","event",54.787,0.1336808388274
"2942","wallkill special study 2018","13-dwar-2.0-08152018-w","13-dwar-2.0","2018-08-15 12:16:00","COPPER","7440-50-8","t",3.1,"ug/l",0.66,"ug/l",1,"","a","",2018-08-15,25,"special_study","event",54.787,0.41524108253
"2943","wallkill special study 2018","13-dwar-2.0-08152018-w","13-dwar-2.0","2018-08-15 12:16:00","HARDNESS (AS CACO3)","hard","t",90.5,"mg/l",NA,"mg/l",6.62,"","a","",2018-08-15,25,"special_study","event",54.787,12122.36063515
"2944","wallkill special study 2018","13-dwar-2.0-08152018-w","13-dwar-2.0","2018-08-15 12:16:00","IRON","7439-89-6","t",1030,"ug/l",13,"ug/l",100,"","a","",2018-08-15,25,"special_study","event",54.787,137.967198389
"2945","wallkill special study 2018","13-dwar-2.0-08152018-w","13-dwar-2.0","2018-08-15 12:16:00","LEAD","7439-92-1","t",1.7,"ug/l",0.067,"ug/l",1,"","a","",2018-08-15,25,"special_study","event",54.787,0.22771285171
"2946","wallkill special study 2018","13-dwar-2.0-08152018-w","13-dwar-2.0","2018-08-15 12:16:00","MAGNESIUM","7439-95-4","t",5160,"ug/l",29,"ug/l",1000,"","a","",2018-08-15,25,"special_study","event",54.787,691.175479308
"2947","wallkill special study 2018","13-dwar-2.0-08152018-w","13-dwar-2.0","2018-08-15 12:16:00","NICKEL","7440-02-0","t",1.9,"ug/l",0.26,"ug/l",1,"","a","",2018-08-15,25,"special_study","event",54.787,0.25450259897
"2948","wallkill special study 2018","13-dwar-2.0-08152018-w","13-dwar-2.0","2018-08-15 12:16:00","NITRATE+NITRITE AS NITROGEN","no3no2n","t",0.209,"mg/l",7e-04,"mg/l",0.002,"","a","",2018-08-15,25,"special_study","event",54.787,27.9952858867
"2949","wallkill special study 2018","13-dwar-2.0-08152018-w","13-dwar-2.0","2018-08-15 12:16:00","NITROGEN","kn","t",1.05,"mg/l",NA,"mg/l",0.1,"","a","",2018-08-15,25,"special_study","event",54.787,140.646173115
"2950","wallkill special study 2018","13-dwar-2.0-08152018-w","13-dwar-2.0","2018-08-15 12:16:00","NITROGEN, AMMONIA (AS N)","7664-41-7","t",0.0249,"mg/l",8e-04,"mg/l",0.005,"","a","",2018-08-15,25,"special_study","event",54.787,3.33532353387
"2951","wallkill special study 2018","13-dwar-2.0-08152018-w","13-dwar-2.0","2018-08-15 12:16:00","NITROGEN, KJELDAHL, TOTAL","kn","t",0.84,"mg/l",0.08,"mg/l",0.1,"","a","",2018-08-15,25,"special_study","event",54.787,112.516938492
"2952","wallkill special study 2018","13-dwar-2.0-08152018-w","13-dwar-2.0","2018-08-15 12:16:00","NITROGEN, NITRATE (AS N)","14797-55-8","t",0.209,"mg/l",NA,"mg/l",0.01,"","a","",2018-08-15,25,"special_study","event",54.787,27.9952858867
"2953","wallkill special study 2018","13-dwar-2.0-08152018-w","13-dwar-2.0","2018-08-15 12:16:00","NITROGEN, NITRITE","14797-65-0","t",NA,"mg/l",0.007,"mg/l",0.01,"u","u","analyte was analyzed for but not detected",2018-08-15,25,"special_study","event",54.787,NA
"2954","wallkill special study 2018","13-dwar-2.0-08152018-w","13-dwar-2.0","2018-08-15 12:16:00","PHOSPHORUS, TOTAL (AS P)","7723-14-0","t",0.132,"mg/l",0.01,"mg/l",0.025,"","a","",2018-08-15,25,"special_study","event",54.787,17.6812331916
"2955","wallkill special study 2018","13-dwar-2.0-08152018-w","13-dwar-2.0","2018-08-15 12:16:00","SILVER","7440-22-4","t",NA,"ug/l",0.039,"ug/l",1,"u","u","analyte was analyzed for but not detected",2018-08-15,25,"special_study","event",54.787,NA
"2956","wallkill special study 2018","13-dwar-2.0-08152018-w","13-dwar-2.0","2018-08-15 12:16:00","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)","tds","t",167,"mg/l",4,"mg/l",10,"","a","",2018-08-15,25,"special_study","event",54.787,22369.4389621
"2957","wallkill special study 2018","13-dwar-2.0-08152018-w","13-dwar-2.0","2018-08-15 12:16:00","TURBIDITY","turb","t",7.92,"ntu",0.06,"ntu",0.1,"","a","",2018-08-15,25,"special_study","event",54.787,NA
"2958","wallkill special study 2018","13-dwar-2.0-08152018-w","13-dwar-2.0","2018-08-15 12:16:00","ZINC","7440-66-6","t",8.8,"ug/l",2.5,"ug/l",5,"","a","",2018-08-15,25,"special_study","event",54.787,1.17874887944
"2959","wallkill special study 2018","13-dwar-2.0-09062018-w","13-dwar-2.0","2018-09-06 10:24:00","ALKALINITY, TOTAL (AS CACO3)","alk","t",127,"mg/l",1,"mg/l",2,"","a","",2018-09-06,25,"special_study","baseline",2.935,911.3242505
"2960","wallkill special study 2018","13-dwar-2.0-09062018-w","13-dwar-2.0","2018-09-06 10:24:00","ALUMINUM","7429-90-5","t",396,"ug/l",23,"ug/l",100,"","a","",2018-09-06,25,"special_study","baseline",2.935,2.841609474
"2961","wallkill special study 2018","13-dwar-2.0-09062018-w","13-dwar-2.0","2018-09-06 10:24:00","ARSENIC","7440-38-2","t",1.7,"ug/l",0.39,"ug/l",1,"","a","",2018-09-06,25,"special_study","baseline",2.935,0.01219882855
"2962","wallkill special study 2018","13-dwar-2.0-09062018-w","13-dwar-2.0","2018-09-06 10:24:00","CADMIUM","7440-43-9","t",NA,"ug/l",0.064,"ug/l",1,"u","u","analyte was analyzed for but not detected",2018-09-06,25,"special_study","baseline",2.935,NA
"2963","wallkill special study 2018","13-dwar-2.0-09062018-w","13-dwar-2.0","2018-09-06 10:24:00","CALCIUM","7440-70-2","t",51200,"ug/l",110,"ug/l",1000,"","a","",2018-09-06,25,"special_study","baseline",2.935,367.4000128
"2964","wallkill special study 2018","13-dwar-2.0-09062018-w","13-dwar-2.0","2018-09-06 10:24:00","CHLORIDE (AS CL)","16887-00-6","t",60.1,"mg/l",0.3,"mg/l",4,"","a","",2018-09-06,25,"special_study","baseline",2.935,431.26446815
"2965","wallkill special study 2018","13-dwar-2.0-09062018-w","13-dwar-2.0","2018-09-06 10:24:00","CHLOROPHYLL A","479-61-8","t",12,"ug/l",NA,"ug/l",0.53,"","a","",2018-09-06,25,"special_study","baseline",2.935,0.086109378
"2966","wallkill special study 2018","13-dwar-2.0-09062018-w","13-dwar-2.0","2018-09-06 10:24:00","COPPER","7440-50-8","t",1.9,"ug/l",0.66,"ug/l",1,"","a","",2018-09-06,25,"special_study","baseline",2.935,0.01363398485
"2967","wallkill special study 2018","13-dwar-2.0-09062018-w","13-dwar-2.0","2018-09-06 10:24:00","HARDNESS (AS CACO3)","hard","t",166,"mg/l",NA,"mg/l",6.62,"","a","",2018-09-06,25,"special_study","baseline",2.935,1191.179729
"2968","wallkill special study 2018","13-dwar-2.0-09062018-w","13-dwar-2.0","2018-09-06 10:24:00","IRON","7439-89-6","t",765,"ug/l",13,"ug/l",100,"","a","",2018-09-06,25,"special_study","baseline",2.935,5.4894728475
"2969","wallkill special study 2018","13-dwar-2.0-09062018-w","13-dwar-2.0","2018-09-06 10:24:00","LEAD","7439-92-1","t",0.82,"ug/l",0.067,"ug/l",1,"j","j","estimated value due to lab error",2018-09-06,25,"special_study","baseline",2.935,0.00588414083
"2970","wallkill special study 2018","13-dwar-2.0-09062018-w","13-dwar-2.0","2018-09-06 10:24:00","MAGNESIUM","7439-95-4","t",9160,"ug/l",29,"ug/l",1000,"","a","",2018-09-06,25,"special_study","baseline",2.935,65.73015854
"2971","wallkill special study 2018","13-dwar-2.0-09062018-w","13-dwar-2.0","2018-09-06 10:24:00","NICKEL","7440-02-0","t",1.5,"ug/l",0.26,"ug/l",1,"","a","",2018-09-06,25,"special_study","baseline",2.935,0.01076367225
"2972","wallkill special study 2018","13-dwar-2.0-09062018-w","13-dwar-2.0","2018-09-06 10:24:00","NITRATE+NITRITE AS NITROGEN","no3no2n","t",0.321,"mg/l",7e-04,"mg/l",0.002,"","a","",2018-09-06,25,"special_study","baseline",2.935,2.3034258615
"2973","wallkill special study 2018","13-dwar-2.0-09062018-w","13-dwar-2.0","2018-09-06 10:24:00","NITROGEN","kn","t",1.01,"mg/l",NA,"mg/l",0.1,"","a","",2018-09-06,25,"special_study","baseline",2.935,7.247539315
"2974","wallkill special study 2018","13-dwar-2.0-09062018-w","13-dwar-2.0","2018-09-06 10:24:00","NITROGEN, AMMONIA (AS N)","7664-41-7","t",0.0361,"mg/l",8e-04,"mg/l",0.005,"","a","",2018-09-06,25,"special_study","baseline",2.935,0.25904571215
"2975","wallkill special study 2018","13-dwar-2.0-09062018-w","13-dwar-2.0","2018-09-06 10:24:00","NITROGEN, KJELDAHL, TOTAL","kn","t",0.69,"mg/l",0.08,"mg/l",0.1,"","a","",2018-09-06,25,"special_study","baseline",2.935,4.951289235
"2976","wallkill special study 2018","13-dwar-2.0-09062018-w","13-dwar-2.0","2018-09-06 10:24:00","NITROGEN, NITRATE (AS N)","14797-55-8","t",0.321,"mg/l",NA,"mg/l",0.01,"","a","",2018-09-06,25,"special_study","baseline",2.935,2.3034258615
"2977","wallkill special study 2018","13-dwar-2.0-09062018-w","13-dwar-2.0","2018-09-06 10:24:00","NITROGEN, NITRITE","14797-65-0","t",NA,"mg/l",0.007,"mg/l",0.01,"u","u","analyte was analyzed for but not detected",2018-09-06,25,"special_study","baseline",2.935,NA
"2978","wallkill special study 2018","13-dwar-2.0-09062018-w","13-dwar-2.0","2018-09-06 10:24:00","PHOSPHORUS, TOTAL (AS P)","7723-14-0","t",0.095,"mg/l",0.002,"mg/l",0.005,"","a","",2018-09-06,25,"special_study","baseline",2.935,0.6816992425
"2979","wallkill special study 2018","13-dwar-2.0-09062018-w","13-dwar-2.0","2018-09-06 10:24:00","SILVER","7440-22-4","t",NA,"ug/l",0.039,"ug/l",1,"u","u","analyte was analyzed for but not detected",2018-09-06,25,"special_study","baseline",2.935,NA
"2980","wallkill special study 2018","13-dwar-2.0-09062018-w","13-dwar-2.0","2018-09-06 10:24:00","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)","tds","t",281,"mg/l",4,"mg/l",10,"","a","",2018-09-06,25,"special_study","baseline",2.935,2016.3946015
"2981","wallkill special study 2018","13-dwar-2.0-09062018-w","13-dwar-2.0","2018-09-06 10:24:00","TURBIDITY","turb","t",8.72,"ntu",0.06,"ntu",0.1,"","a","",2018-09-06,25,"special_study","baseline",2.935,NA
"2982","wallkill special study 2018","13-dwar-2.0-09062018-w","13-dwar-2.0","2018-09-06 10:24:00","ZINC","7440-66-6","t",2.8,"ug/l",2.5,"ug/l",5,"j","j","estimated value due to lab error",2018-09-06,25,"special_study","baseline",2.935,0.0200921882
"2983","wallkill special study 2018","13-dwar-2.0-10022018-w","13-dwar-2.0","2018-10-02 11:27:00","ALKALINITY, TOTAL (AS CACO3)","alk","t",66.4,"mg/l",1,"mg/l",2,"","a","",2018-10-02,25,"special_study","event",43.476,7057.95296736
"2984","wallkill special study 2018","13-dwar-2.0-10022018-w","13-dwar-2.0","2018-10-02 11:27:00","ALUMINUM","7429-90-5","t",194,"ug/l",2.3,"ug/l",10,"","a","",2018-10-02,25,"special_study","event",43.476,20.6211276456
"2985","wallkill special study 2018","13-dwar-2.0-10022018-w","13-dwar-2.0","2018-10-02 11:27:00","ARSENIC","7440-38-2","t",0.74,"ug/l",0.39,"ug/l",1,"j","j","estimated value due to lab error",2018-10-02,25,"special_study","event",43.476,0.078657909576
"2986","wallkill special study 2018","13-dwar-2.0-10022018-w","13-dwar-2.0","2018-10-02 11:27:00","CADMIUM","7440-43-9","t",NA,"ug/l",0.064,"ug/l",1,"u","u","analyte was analyzed for but not detected",2018-10-02,25,"special_study","event",43.476,NA
"2987","wallkill special study 2018","13-dwar-2.0-10022018-w","13-dwar-2.0","2018-10-02 11:27:00","CALCIUM","7440-70-2","t",25400,"ug/l",110,"ug/l",1000,"","a","",2018-10-02,25,"special_study","event",43.476,2699.87959896
"2988","wallkill special study 2018","13-dwar-2.0-10022018-w","13-dwar-2.0","2018-10-02 11:27:00","CHLORIDE (AS CL)","16887-00-6","t",30.2,"mg/l",0.2,"mg/l",2,"","a","",2018-10-02,25,"special_study","event",43.476,3210.09306648
"2989","wallkill special study 2018","13-dwar-2.0-10022018-w","13-dwar-2.0","2018-10-02 11:27:00","CHLOROPHYLL A","479-61-8","t",0.921,"ug/l",NA,"ug/l",0.08,"","a","",2018-10-02,25,"special_study","event",43.476,0.0978972090804
"2990","wallkill special study 2018","13-dwar-2.0-10022018-w","13-dwar-2.0","2018-10-02 11:27:00","COPPER","7440-50-8","t",1.8,"ug/l",0.66,"ug/l",1,"","a","",2018-10-02,25,"special_study","event",43.476,0.19133005032
"2991","wallkill special study 2018","13-dwar-2.0-10022018-w","13-dwar-2.0","2018-10-02 11:27:00","HARDNESS (AS CACO3)","hard","t",82.4,"mg/l",NA,"mg/l",6.62,"","a","",2018-10-02,25,"special_study","event",43.476,8758.66452576
"2992","wallkill special study 2018","13-dwar-2.0-10022018-w","13-dwar-2.0","2018-10-02 11:27:00","IRON","7439-89-6","t",494,"ug/l",13,"ug/l",100,"","a","",2018-10-02,25,"special_study","event",43.476,52.5094693656
"2993","wallkill special study 2018","13-dwar-2.0-10022018-w","13-dwar-2.0","2018-10-02 11:27:00","LEAD","7439-92-1","t",0.43,"ug/l",0.067,"ug/l",1,"j","j","estimated value due to lab error",2018-10-02,25,"special_study","event",43.476,0.045706623132
"2994","wallkill special study 2018","13-dwar-2.0-10022018-w","13-dwar-2.0","2018-10-02 11:27:00","MAGNESIUM","7439-95-4","t",4630,"ug/l",29,"ug/l",1000,"","a","",2018-10-02,25,"special_study","event",43.476,492.143407212
"2995","wallkill special study 2018","13-dwar-2.0-10022018-w","13-dwar-2.0","2018-10-02 11:27:00","NICKEL","7440-02-0","t",0.91,"ug/l",0.26,"ug/l",1,"j","j","estimated value due to lab error",2018-10-02,25,"special_study","event",43.476,0.096727969884
"2996","wallkill special study 2018","13-dwar-2.0-10022018-w","13-dwar-2.0","2018-10-02 11:27:00","NITRATE+NITRITE AS NITROGEN","no3no2n","t",0.207,"mg/l",7e-04,"mg/l",0.002,"","a","",2018-10-02,25,"special_study","event",43.476,22.0029557868
"2997","wallkill special study 2018","13-dwar-2.0-10022018-w","13-dwar-2.0","2018-10-02 11:27:00","NITROGEN","kn","t",0.87,"mg/l",NA,"mg/l",0.1,"","a","",2018-10-02,25,"special_study","event",43.476,92.476190988
